UF;NACIONALIDADE;CLASSIFICACAO;QTD
AM;VENEZUELA;Residente;8211
AM;HAITI;Residente;1424
AM;PERU;Temporário;580
AM;VENEZUELA;Provisório;599
AM;HAITI;Temporário;138
AM;ESTADOS UNIDOS;Residente;795
AM;CUBA;Residente;487
AM;JORDÂNIA;Residente;43
AM;COLÔMBIA;Provisório;73
AM;COLÔMBIA;Temporário;795
AM;NIGÉRIA;Residente;22
AM;COLÔMBIA;Residente;3066
AM;CUBA;Provisório;128
AM;NICARÁGUA;Residente;4
AM;ITÁLIA;Residente;269
AM;COSTA RICA;Residente;13
AM;CORÉIA DO SUL;Residente;539
AM;REINO UNIDO;Residente;87
AM;PAÍSES BAIXOS;Residente;56
AM;URUGUAI;Residente;58
AM;SUÍCA;Residente;84
AM;CHINA;Temporário;105
AM;ESTADOS UNIDOS;Temporário;94
AM;ARGENTINA;Residente;168
AM;VENEZUELA;Temporário;530
AM;RÚSSIA;Residente;16
AM;FRANÇA;Residente;124
AM;PORTO RICO;Residente;2
AM;ALEMANHA;Residente;131
AM;GUIANA;Residente;48
AM;GUIANA FRANCESA;Residente;63
AM;FINLÂNDIA;Residente;20
AM;ESLOVÊNIA;Residente;2
AM;PARAGUAI;Residente;32
AM;AUSTRIA;Residente;13
AM;CHILE;Residente;110
AM;IRÃ;Residente;8
AM;JAPÃO;Temporário;87
AM;HONG-KONG (R.A.E.);Temporário;1
AM;BENIN;Temporário;9
AM;ESPANHA;Residente;138
AM;CORÉIA DO SUL;Temporário;17
AM;EQUADOR;Residente;36
AM;BOLÍVIA;Residente;187
AM;HONDURAS;Residente;12
AM;GUINÉ BISSAU;Residente;3
AM;IRLANDA;Residente;12
AM;REP. DOMINICANA;Temporário;2
AM;MOÇAMBIQUE;Residente;14
AM;PAQUISTÃO;Residente;12
AM;SÍRIA;Residente;15
AM;ALEMANHA;Temporário;7
AM;INDIA;Temporário;12
AM;LUXEMBURGO;Residente;1
AM;CUBA;Temporário;33
AM;TAIWAN, PROVINCIA DA CHINA;Residente;5
AM;CONGO;Residente;8
AM;BOLÍVIA;Temporário;22
AM;GUINÉ BISSAU;Temporário;11
AM;GUATEMALA;Residente;5
AM;TURQUIA;Residente;7
AM;ISRAEL;Residente;11
AM;PALESTINA;Residente;31
AM;EQUADOR;Temporário;13
AM;DINAMARCA;Residente;9
AM;NORUEGA;Residente;3
AM;CANADÁ;Residente;54
AM;TAIWAN, PROVINCIA DA CHINA;Temporário;4
AM;TOGO;Residente;3
AM;GANA;Residente;13
AM;MÉXICO;Temporário;15
AM;BULGÁRIA;Residente;25
AM;ROMÊNIA;Residente;9
AM;PAPUA, NOVA GUINÉ;Residente;2
AM;BÉLGICA;Residente;22
AM;ARGÉLIA;Residente;7
AM;PERU;Provisório;25
AM;POLÔNIA;Residente;22
AM;REP. DOMINICANA;Residente;23
AM;TURQUIA;Provisório;1
AM;CHILE;Temporário;13
AM;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;6
AM;MOÇAMBIQUE;Temporário;29
AM;LÍBANO;Residente;36
AM;EGITO;Residente;13
AM;GRÉCIA;Residente;12
AM;VENEZUELA;Residente;1
AM;FILIPINAS;Residente;23
AM;TAILÂNDIA;Residente;27
AM;NIGÉRIA;Temporário;10
AM;QUÊNIA;Residente;4
AM;BELARUS;Residente;8
AM;PORTUGAL;Temporário;18
AM;ANGOLA;Residente;4
AM;JORDÂNIA;Provisório;1
AM;EL SALVADOR;Residente;13
AM;ESTÔNIA;Residente;1
AM;MARROCOS;Residente;16
AM;BANGLADESH;Temporário;2
AM;HAITI;Provisório;1
AM;BENIN;Residente;5
AM;GUINÉ;Temporário;1
AM;UCRÂNIA;Residente;5
AM;INDONÉSIA;Residente;1
AM;ITÁLIA;Temporário;6
AM;QUÊNIA;Temporário;3
AM;FRANÇA;Temporário;12
AM;CORÉIA DO SUL;Provisório;1
AM;ANGOLA;Temporário;13
AM;NIGÉRIA;Provisório;1
AM;FILIPINAS;Provisório;2
AM;HUNGRIA;Residente;7
AM;UGANDA;Residente;2
AM;PAÍSES BAIXOS;Temporário;6
AM;BURKINA FASO;Residente;2
AM;AUSTRÁLIA;Residente;6
AM;TIMOR LESTE;Residente;1
AM;TANZÂNIA;Residente;2
AM;VATICANO;Residente;1
AM;TUNÍSIA;Residente;3
AM;COSTA RICA;Temporário;4
AM;ARGENTINA;Temporário;11
AM;SURINAME;Temporário;1
AM;GUIANA;Temporário;5
AM;FILIPINAS;Temporário;2
AM;LIBÉRIA;Residente;2
AM;GUINÉ;Residente;1
AM;CONGO;Temporário;10
AM;LÍBANO;Provisório;1
AM;AFRICA DO SUL;Residente;7
AM;REINO UNIDO;Temporário;5
AM;TRINIDAD E TOBAGO;Residente;3
AM;GRANADA;Residente;1
AM;CAMARÕES;Temporário;2
AM;GABÃO;Temporário;2
AM;SENEGAL;Residente;10
AM;ESPANHA;Provisório;1
AM;PARAGUAI;Temporário;5
AM;UGANDA;Temporário;1
AM;ESPANHA;Temporário;4
AM;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
AM;RUANDA;Residente;1
AM;GUINÉ BISSAU;Provisório;1
AM;CABO VERDE;Residente;3
AM;PAQUISTÃO;Provisório;1
AM;PANAMÁ;Residente;6
AM;MALÁSIA;Residente;2
AM;NICARÁGUA;Temporário;1
AM;SURINAME;Residente;2
AM;NEPAL;Residente;2
AM;LETÔNIA;Residente;1
AM;SRI LANKA;Residente;1
AM;IÊMEN;Temporário;1
AM;MAURÍCIO;Residente;1
AM;MALAVI;Temporário;1
AM;HONDURAS;Temporário;1
AM;LITUÂNIA;Residente;1
AM;SUÉCIA;Residente;6
AM;CABO VERDE;Temporário;3
AM;FINLÂNDIA;Temporário;1
AM;BANGLADESH;Residente;3
AM;FRANÇA;Provisório;1
AM;SAO TOMÉ E PRÍNCIPE;Temporário;1
AM;ESLOVÁQUIA;Residente;2
AM;UNIÃO SOVIÉTICA;Residente;1
AM;REP. DOMINICANA;Provisório;2
AM;ROMÊNIA;Temporário;1
AM;PORTUGAL;Provisório;1
AM;ZÂMBIA;Temporário;1
AM;BARBADOS;Residente;2
AM;CAMARÕES;Residente;2
AM;CINGAPURA;Residente;1
AM;SENEGAL;Provisório;1
AM;CROÁCIA;Residente;1
AM;VIETINA;Residente;1
AM;TRINIDAD E TOBAGO;Provisório;1
AM;NOVA ZELÂNDIA;Residente;2
AM;MADAGASCAR;Temporário;1
AM;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
AM;GUIANA;Provisório;2
AM;BAHAMA,IS;Residente;1
AM;GANA;Temporário;1
AM;CANADÁ;Temporário;1
AM;IRAQUE;Residente;1
AM;AFEGANISTÃO;Residente;1
AM;POLÔNIA;Temporário;1
AM;ARGENTINA;Provisório;1
AM;HONG-KONG (R.A.E.);Residente;1
RR;VENEZUELA;Temporário;68041
RR;VENEZUELA;Residente;63676
RR;CUBA;Provisório;9433
RR;VENEZUELA;Provisório;12792
RR;COLÔMBIA;Temporário;101
RR;GUIANA;Temporário;890
RR;GUIANA;Provisório;142
RR;ALEMANHA;Residente;12
RR;HAITI;Residente;302
RR;PERU;Residente;227
RR;FRANÇA;Residente;13
RR;COLÔMBIA;Provisório;395
RR;COLÔMBIA;Residente;259
RR;GUIANA FRANCESA;Residente;142
RR;GUIANA;Residente;275
RR;CUBA;Residente;294
RR;BANGLADESH;Residente;1
RR;BOLÍVIA;Provisório;2
RR;ITÁLIA;Temporário;10
RR;POLÔNIA;Residente;1
RR;ESLOVÊNIA;Provisório;1
RR;ESTADOS UNIDOS;Residente;99
RR;ARGENTINA;Residente;23
RR;EQUADOR;Temporário;13
RR;REP. DOMINICANA;Residente;14
RR;AUSTRIA;Residente;3
RR;EQUADOR;Residente;17
RR;URUGUAI;Residente;10
RR;CHILE;Residente;30
RR;CUBA;Temporário;14
RR;PALESTINA;Residente;5
RR;GUINÉ EQUATORIAL;Temporário;5
RR;HAITI;Temporário;88
RR;CHINA;Residente;56
RR;PERU;Temporário;55
RR;CHINA;Temporário;1
RR;ITÁLIA;Residente;50
RR;PERU;Provisório;47
RR;PORTUGAL;Residente;73
RR;MOÇAMBIQUE;Temporário;2
RR;JAPÃO;Residente;20
RR;GUINÉ BISSAU;Provisório;1
RR;EQUADOR;Provisório;28
RR;SÍRIA;Residente;44
RR;ESPANHA;Residente;24
RR;SUÍCA;Residente;15
RR;REP. DOMINICANA;Provisório;27
RR;BOLÍVIA;Residente;19
RR;INDIA;Provisório;57
RR;PAÍSES BAIXOS;Residente;2
RR;HAITI;Provisório;16
RR;UCRÂNIA;Provisório;2
RR;HONDURAS;Residente;4
RR;PAQUISTÃO;Residente;5
RR;CANADÁ;Residente;10
RR;GANA;Provisório;5
RR;ANGOLA;Provisório;1
RR;QUÊNIA;Residente;11
RR;CAMARÕES;Provisório;8
RR;MARROCOS;Residente;2
RR;AFRICA DO SUL;Provisório;1
RR;NICARÁGUA;Provisório;1
RR;SURINAME;Residente;5
RR;COSTA DO MARFIM;Temporário;1
RR;NIGÉRIA;Temporário;3
RR;BENIN;Residente;12
RR;MÉXICO;Temporário;2
RR;CHILE;Provisório;7
RR;NIGÉRIA;Provisório;4
RR;ARGENTINA;Provisório;4
RR;COSTA DO MARFIM;Residente;3
RR;LÍBANO;Residente;9
RR;PARAGUAI;Residente;12
RR;SÍRIA;Provisório;21
RR;CHILE;Temporário;3
RR;MOÇAMBIQUE;Residente;2
RR;REINO UNIDO;Residente;10
RR;BENIN;Provisório;3
RR;JORDÂNIA;Provisório;1
RR;UGANDA;Residente;2
RR;GANA;Residente;4
RR;GANA;Temporário;2
RR;RÚSSIA;Provisório;2
RR;TANZÂNIA;Temporário;1
RR;ARGENTINA;Temporário;7
RR;NIGÉRIA;Residente;23
RR;GABÃO;Temporário;2
RR;FRANÇA;Temporário;2
RR;SUÉCIA;Residente;1
RR;BARBADOS;Residente;1
RR;LÍBANO;Provisório;3
RR;MALÁSIA;Provisório;1
RR;ETIÓPIA;Residente;1
RR;VIETINA;Provisório;2
RR;CONGO;Temporário;8
RR;GUIANA FRANCESA;Residente;1
RR;CONGO;Residente;6
RR;ZIMBÁBUE;Residente;2
RR;BOLÍVIA;Temporário;5
RR;PORTUGAL;Temporário;6
RR;ESTADOS UNIDOS;Provisório;4
RR;CABO VERDE;Temporário;4
RR;ITÁLIA;Provisório;4
RR;ESLOVÁQUIA;Residente;1
RR;UNIÃO SOVIÉTICA;Residente;1
RR;GUINÉ BISSAU;Temporário;2
RR;EL SALVADOR;Residente;2
RR;ANGOLA;Temporário;3
RR;TRINIDAD E TOBAGO;Provisório;6
RR;ESLOVÊNIA;Residente;2
RR;NOVA ZELÂNDIA;Temporário;2
RR;NICARÁGUA;Residente;1
RR;VATICANO;Residente;2
RR;LÍBIA;Residente;1
RR;PORTUGAL;Provisório;8
RR;PERU;Residente;1
RR;ESPANHA;Provisório;2
RR;AFRICA DO SUL;Residente;2
RR;MOÇAMBIQUE;Provisório;1
RR;TURQUIA;Provisório;1
RR;SURINAME;Temporário;5
RR;MÉXICO;Residente;4
RR;CABO VERDE;Residente;1
RR;GUIANA FRANCESA;Provisório;2
RR;AUSTRÁLIA;Residente;1
RR;CONGO;Provisório;2
RR;CROÁCIA;Residente;1
RR;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
RR;ESPANHA;Temporário;2
RR;COSTA RICA;Residente;1
RR;BENIN;Temporário;3
RR;JORDÂNIA;Residente;4
RR;QUÊNIA;Temporário;1
RR;FILIPINAS;Residente;1
RR;PARAGUAI;Temporário;4
RR;TUNÍSIA;Provisório;1
RR;BULGÁRIA;Residente;1
RR;BURKINA FASO;Provisório;3
RR;SAO TOMÉ E PRÍNCIPE;Residente;1
RR;INDIA;Residente;1
RR;DOMINICA;Provisório;1
RR;ETIÓPIA;Provisório;1
RR;NAMÍBIA;Residente;1
RR;CHINA;Provisório;2
RR;EGITO;Provisório;1
RR;NACIONALIDADE INDEFINIDA;Provisório;1
RR;ISRAEL;Residente;1
RR;BÉLGICA;Residente;2
RR;REINO UNIDO;Provisório;1
RR;MÉXICO;Provisório;2
RR;EGITO;Residente;1
RR;TURQUIA;Residente;2
RR;CABO VERDE;Provisório;1
RR;AFEGANISTÃO;Residente;1
RR;JAMAICA;Provisório;6
RR;COLÔMBIA;Residente;1
RR;PAQUISTÃO;Temporário;1
RR;PANAMÁ;Residente;1
RR;TANZÂNIA;Residente;1
CE;VENEZUELA;Temporário;816
CE;CUBA;Temporário;23
CE;ESTADOS UNIDOS;Temporário;137
CE;AUSTRIA;Residente;106
CE;GUINÉ BISSAU;Temporário;814
CE;VENEZUELA;Residente;875
CE;ANGOLA;Temporário;459
CE;PORTUGAL;Residente;1708
CE;COLÔMBIA;Temporário;912
CE;FRANÇA;Residente;991
CE;ITÁLIA;Residente;1957
CE;CHILE;Temporário;78
CE;CUBA;Residente;473
CE;COLÔMBIA;Residente;791
CE;ARGENTINA;Temporário;51
CE;JAMAICA;Temporário;7
CE;ARGENTINA;Residente;1156
CE;CHINA;Residente;566
CE;EQUADOR;Residente;70
CE;MOÇAMBIQUE;Temporário;287
CE;ESTADOS UNIDOS;Residente;715
CE;PAQUISTÃO;Residente;20
CE;SUÍCA;Residente;431
CE;GUINÉ BISSAU;Residente;450
CE;ALEMANHA;Residente;628
CE;SAO TOMÉ E PRÍNCIPE;Temporário;60
CE;PAÍSES BAIXOS;Residente;396
CE;PARAGUAI;Residente;51
CE;CUBA;Provisório;232
CE;HAITI;Residente;43
CE;CORÉIA DO SUL;Residente;289
CE;CABO VERDE;Residente;98
CE;ITÁLIA;Temporário;55
CE;NORUEGA;Residente;140
CE;IRÃ;Temporário;3
CE;ALEMANHA;Temporário;54
CE;URUGUAI;Residente;170
CE;CANADÁ;Residente;94
CE;PARAGUAI;Temporário;29
CE;ESPANHA;Residente;478
CE;RÚSSIA;Temporário;5
CE;REINO UNIDO;Residente;184
CE;NOVA ZELÂNDIA;Residente;11
CE;PERU;Residente;191
CE;BULGÁRIA;Residente;5
CE;CABO VERDE;Temporário;105
CE;GRÉCIA;Residente;19
CE;JAPÃO;Residente;60
CE;PORTUGAL;Temporário;173
CE;RÚSSIA;Provisório;16
CE;SUÉCIA;Residente;63
CE;BELARUS;Residente;2
CE;INDIA;Residente;42
CE;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;3
CE;EL SALVADOR;Residente;20
CE;FILIPINAS;Residente;12
CE;FILIPINAS;Temporário;3
CE;SENEGAL;Residente;72
CE;BELARUS;Temporário;6
CE;CHINA;Temporário;99
CE;GUATEMALA;Residente;10
CE;CHILE;Residente;212
CE;CORÉIA DO SUL;Temporário;5
CE;BÉLGICA;Residente;120
CE;IRLANDA;Residente;28
CE;DINAMARCA;Residente;54
CE;BOLÍVIA;Temporário;32
CE;FINLÂNDIA;Temporário;2
CE;RÚSSIA;Residente;38
CE;POLÔNIA;Temporário;5
CE;MARROCOS;Residente;35
CE;PORTO RICO;Residente;1
CE;GUINÉ BISSAU;Provisório;1
CE;PANAMÁ;Residente;13
CE;FRANÇA;Temporário;65
CE;MARROCOS;Provisório;6
CE;LÍBANO;Residente;20
CE;ZÂMBIA;Residente;2
CE;CONGO;Residente;9
CE;REINO UNIDO;Temporário;14
CE;VENEZUELA;Provisório;29
CE;ESPANHA;Temporário;27
CE;ANGOLA;Residente;85
CE;TAILÂNDIA;Temporário;1
CE;ISRAEL;Residente;15
CE;SUÍCA;Temporário;25
CE;BÉLGICA;Temporário;17
CE;NICARÁGUA;Residente;9
CE;IRAQUE;Residente;3
CE;NIGÉRIA;Residente;15
CE;FINLÂNDIA;Residente;17
CE;ESLOVÊNIA;Temporário;3
CE;CAMARÕES;Residente;8
CE;ESLOVÁQUIA;Residente;5
CE;SAO TOMÉ E PRÍNCIPE;Residente;18
CE;PERU;Temporário;43
CE;LITUÂNIA;Residente;17
CE;CONGO;Temporário;20
CE;UCRÂNIA;Residente;4
CE;POLÔNIA;Residente;50
CE;BARBADOS;Residente;2
CE;SÍRIA;Residente;9
CE;PAÍSES BAIXOS;Temporário;13
CE;GUIANA;Residente;2
CE;TCHECOSLOVAQUIA;Residente;4
CE;TURQUIA;Residente;10
CE;NIGÉRIA;Temporário;3
CE;BOLÍVIA;Residente;106
CE;MÉXICO;Residente;55
CE;ISLÂNDIA;Residente;2
CE;EQUADOR;Temporário;32
CE;LUXEMBURGO;Residente;9
CE;ANGOLA;Provisório;1
CE;HONDURAS;Residente;19
CE;MOÇAMBIQUE;Residente;17
CE;REPÚBLICA TCHECA;Residente;25
CE;CAMARÕES;Temporário;4
CE;GUIANA FRANCESA;Residente;8
CE;AUSTRÁLIA;Residente;18
CE;HAITI;Temporário;12
CE;COSTA RICA;Residente;30
CE;ARGÉLIA;Residente;7
CE;ZIMBÁBUE;Residente;1
CE;CHINA;Provisório;9
CE;HONDURAS;Temporário;12
CE;COLÔMBIA;Provisório;11
CE;SRI LANKA;Residente;1
CE;HUNGRIA;Residente;19
CE;REP. DOMINICANA;Temporário;2
CE;ROMÊNIA;Residente;12
CE;MÉXICO;Temporário;20
CE;BENIN;Temporário;6
CE;JAMAICA;Residente;1
CE;ALBÂNIA;Residente;7
CE;BENIN;Residente;5
CE;TUNÍSIA;Provisório;1
CE;COSTA RICA;Temporário;3
CE;UCRÂNIA;Temporário;4
CE;TRINIDAD E TOBAGO;Residente;3
CE;QUÊNIA;Temporário;4
CE;IRÃ;Residente;6
CE;TAILÂNDIA;Residente;3
CE;SUÉCIA;Temporário;4
CE;ESLOVÊNIA;Residente;11
CE;SURINAME;Residente;2
CE;EL SALVADOR;Temporário;2
CE;PANAMÁ;Temporário;4
CE;GABÃO;Temporário;6
CE;SENEGAL;Provisório;3
CE;GANA;Temporário;5
CE;LETÔNIA;Residente;2
CE;TUNÍSIA;Residente;10
CE;PERU;Provisório;3
CE;EGITO;Residente;11
CE;SUÉCIA;Provisório;1
CE;BURKINA FASO;Residente;2
CE;AUSTRIA;Temporário;8
CE;TUNÍSIA;Temporário;1
CE;AFRICA DO SUL;Residente;5
CE;ARMÊNIA;Residente;1
CE;GÂMBIA;Residente;2
CE;HUNGRIA;Temporário;6
CE;TANZÂNIA;Provisório;2
CE;TURQUIA;Temporário;1
CE;URUGUAI;Temporário;5
CE;NORUEGA;Temporário;7
CE;UNIÃO SOVIÉTICA;Residente;1
CE;GANA;Residente;3
CE;JORDÂNIA;Residente;1
CE;REP. DOMINICANA;Residente;6
CE;REPÚBLICA TCHECA;Temporário;4
CE;PALESTINA;Residente;3
CE;INDONÉSIA;Residente;3
CE;CROÁCIA;Residente;2
CE;CORÉIA DO SUL;Provisório;1
CE;GUINÉ EQUATORIAL;Temporário;1
CE;CHILE;Provisório;2
CE;EGITO;Provisório;2
CE;MAURÍCIO;Residente;1
CE;GABÃO;Residente;1
CE;FILIPINAS;Provisório;2
CE;ITÁLIA;Provisório;1
CE;DINAMARCA;Temporário;1
CE;CANADÁ;Temporário;2
CE;ISRAEL;Provisório;1
CE;GUINÉ;Residente;3
CE;UCRÂNIA;Provisório;1
CE;BANGLADESH;Residente;5
CE;SÉRVIA;Residente;3
CE;REP. MONTENEGRO;Residente;1
CE;COSTA DO MARFIM;Residente;2
CE;EL SALVADOR;Provisório;3
CE;CONGO;Provisório;1
CE;SERVIA E MONTENEGRO;Residente;2
CE;BOTSUANA;Temporário;1
CE;SÉRVIA;Temporário;2
CE;INDIA;Provisório;1
CE;MARROCOS;Temporário;1
CE;ARGENTINA;Provisório;2
CE;NICARÁGUA;Temporário;3
CE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
CE;TIMOR LESTE;Residente;1
CE;SENEGAL;Temporário;2
CE;NORUEGA;Provisório;1
CE;ISRAEL;Temporário;1
CE;ARÁBIA SAUDITA;Residente;1
CE;SÍRIA;Provisório;1
CE;MACAU (R.A.E.);Residente;1
CE;MALÁSIA;Temporário;1
CE;PAQUISTÃO;Temporário;2
CE;CABO VERDE;Provisório;2
CE;TOGO;Temporário;3
CE;MAURITÂNIA;Residente;1
CE;AFEGANISTÃO;Residente;1
CE;LITUÂNIA;Temporário;1
CE;MALÁSIA;Residente;2
CE;QUÊNIA;Residente;1
CE;ESPANHA;Provisório;1
CE;NIGÉRIA;Provisório;1
CE;ALEMANHA;Provisório;1
CE;VIETINA;Temporário;1
CE;GEÓRGIA;Residente;1
CE;QUIRGUISTÃO;Residente;1
PR;BURKINA FASO;Residente;6
PR;GUINÉ;Temporário;2
PR;JAPÃO;Provisório;1
PR;SERRA LEOA;Temporário;7
PR;LITUÂNIA;Temporário;1
PR;MÉXICO;Provisório;3
AL;ARGENTINA;Residente;500
AL;ESPANHA;Residente;100
AL;COLÔMBIA;Temporário;278
AL;FRANÇA;Residente;108
AL;ITÁLIA;Residente;559
AL;PAÍSES BAIXOS;Residente;43
AL;EQUADOR;Temporário;9
AL;SUÍCA;Residente;80
AL;VENEZUELA;Residente;166
AL;VENEZUELA;Temporário;107
AL;CHINA;Residente;139
AL;GUINÉ BISSAU;Residente;10
AL;JAPÃO;Residente;20
AL;RÚSSIA;Residente;10
AL;PORTUGAL;Residente;383
AL;BÉLGICA;Residente;19
AL;POLÔNIA;Residente;9
AL;CHILE;Residente;76
AL;CUBA;Residente;112
AL;ARGENTINA;Temporário;32
AL;CANADÁ;Residente;30
AL;PARAGUAI;Temporário;7
AL;ANGOLA;Temporário;5
AL;CUBA;Provisório;77
AL;PERU;Residente;64
AL;ESTADOS UNIDOS;Temporário;46
AL;COLÔMBIA;Residente;226
AL;URUGUAI;Residente;59
AL;ANGOLA;Residente;19
AL;BOLÍVIA;Residente;55
AL;ALEMANHA;Residente;102
AL;CHILE;Temporário;21
AL;UCRÂNIA;Residente;3
AL;CABO VERDE;Residente;12
AL;MOÇAMBIQUE;Residente;4
AL;PERU;Temporário;35
AL;SUÉCIA;Residente;13
AL;GUATEMALA;Temporário;2
AL;AUSTRIA;Residente;11
AL;NICARÁGUA;Residente;5
AL;PORTUGAL;Temporário;24
AL;PARAGUAI;Residente;11
AL;ESTADOS UNIDOS;Residente;110
AL;BOLÍVIA;Temporário;11
AL;SAO TOMÉ E PRÍNCIPE;Temporário;4
AL;AUSTRÁLIA;Residente;2
AL;ESPANHA;Temporário;6
AL;CORÉIA DO SUL;Residente;4
AL;EGITO;Provisório;1
AL;IRLANDA;Residente;4
AL;ITÁLIA;Temporário;24
AL;RÚSSIA;Provisório;3
AL;SÉRVIA;Residente;2
AL;REINO UNIDO;Residente;39
AL;INDIA;Residente;6
AL;MÉXICO;Residente;7
AL;GRÉCIA;Residente;6
AL;SAMOA OCIDENTAL;Residente;2
AL;EGITO;Residente;5
AL;VENEZUELA;Provisório;13
AL;SERVIA E MONTENEGRO;Residente;1
AL;SAO TOMÉ E PRÍNCIPE;Residente;2
AL;NORUEGA;Residente;17
AL;INDONÉSIA;Temporário;1
AL;CUBA;Temporário;12
AL;GUATEMALA;Residente;2
AL;HAITI;Residente;3
AL;CHINA;Temporário;17
AL;MALTA;Residente;2
AL;EQUADOR;Residente;10
AL;GABÃO;Temporário;1
AL;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;3
AL;GUIANA FRANCESA;Residente;2
AL;ALEMANHA;Temporário;4
AL;SENEGAL;Residente;15
AL;GANA;Temporário;1
AL;BENIN;Temporário;6
AL;CONGO;Temporário;4
AL;DINAMARCA;Residente;8
AL;MALÁSIA;Residente;1
AL;TURQUIA;Residente;2
AL;NIGÉRIA;Temporário;3
AL;AFRICA DO SUL;Residente;8
AL;LÍBANO;Residente;6
AL;ISRAEL;Provisório;1
AL;ROMÊNIA;Residente;3
AL;BENIN;Residente;3
AL;CABO VERDE;Temporário;10
AL;SRI LANKA;Residente;1
AL;CANADÁ;Temporário;1
AL;MOÇAMBIQUE;Temporário;6
AL;EL SALVADOR;Residente;5
AL;FINLÂNDIA;Residente;3
AL;MYANMAR;Temporário;1
AL;COSTA DO MARFIM;Residente;1
AL;JORDÂNIA;Residente;1
AL;MARROCOS;Provisório;1
AL;BANGLADESH;Residente;2
AL;URUGUAI;Temporário;5
AL;AUSTRÁLIA;Temporário;1
AL;FIJI, ILHAS;Residente;1
AL;HONDURAS;Temporário;1
AL;ARGENTINA;Provisório;1
AL;LUXEMBURGO;Residente;1
AL;NOVA ZELÂNDIA;Residente;4
AL;REP. DOMINICANA;Residente;3
AL;RUANDA;Residente;1
AL;BHUTAN;Residente;1
AL;PANAMÁ;Residente;2
AL;HAITI;Temporário;2
AL;ISRAEL;Residente;1
AL;IRÃ;Residente;4
AL;HONDURAS;Residente;1
AL;ARGÉLIA;Residente;3
AL;ESLOVÁQUIA;Residente;1
AL;ESLOVÊNIA;Temporário;1
AL;CONGO;Residente;1
AL;IÊMEN;Residente;1
AL;MÉXICO;Temporário;7
AL;CROÁCIA;Residente;2
AL;GUINÉ EQUATORIAL;Temporário;1
AL;REP. DOMINICANA;Temporário;1
AL;GUINÉ BISSAU;Temporário;8
AL;SUÍCA;Temporário;3
AL;GANA;Residente;1
AL;TCHECOSLOVAQUIA;Residente;1
AL;CAMARÕES;Residente;1
AL;ESLOVÊNIA;Residente;1
AL;QUÊNIA;Residente;1
AL;CHILE;Provisório;1
AL;NAMÍBIA;Temporário;1
AL;TUNÍSIA;Residente;1
AL;PORTO RICO;Residente;1
AL;ALBÂNIA;Residente;1
AL;BELARUS;Residente;1
AL;INDONÉSIA;Residente;1
AL;CONGO;Provisório;1
AL;COSTA RICA;Residente;2
AL;MARROCOS;Residente;1
AL;ARUBA;Residente;1
RO;BOLÍVIA;Temporário;2249
RO;VENEZUELA;Residente;3643
RO;VENEZUELA;Temporário;2746
RO;HAITI;Residente;641
RO;BOLÍVIA;Residente;3924
RO;PERU;Residente;332
RO;COLÔMBIA;Temporário;166
RO;ESPANHA;Residente;102
RO;ESTADOS UNIDOS;Residente;199
RO;ITÁLIA;Residente;76
RO;PERU;Temporário;76
RO;COLÔMBIA;Residente;233
RO;VENEZUELA;Provisório;166
RO;ANGOLA;Residente;8
RO;CHILE;Residente;30
RO;TURQUIA;Residente;9
RO;MALÁSIA;Residente;1
RO;EQUADOR;Provisório;7
RO;CHINA;Residente;42
RO;GRÉCIA;Residente;4
RO;PARAGUAI;Residente;63
RO;JAPÃO;Residente;63
RO;ITÁLIA;Provisório;1
RO;PORTUGAL;Residente;305
RO;CUBA;Provisório;177
RO;HAITI;Temporário;31
RO;CUBA;Residente;249
RO;FRANÇA;Residente;29
RO;ALEMANHA;Residente;61
RO;CONGO;Residente;3
RO;PAÍSES BAIXOS;Residente;11
RO;ALEMANHA;Temporário;4
RO;MÉXICO;Residente;18
RO;AUSTRÁLIA;Residente;5
RO;ARGENTINA;Residente;50
RO;CHINA;Temporário;11
RO;EQUADOR;Residente;19
RO;GUINÉ BISSAU;Temporário;7
RO;URUGUAI;Residente;18
RO;RÚSSIA;Residente;11
RO;IRÃ;Provisório;5
RO;PORTUGAL;Temporário;8
RO;PERU;Provisório;7
RO;REINO UNIDO;Residente;18
RO;NICARÁGUA;Residente;1
RO;URUGUAI;Temporário;2
RO;COLÔMBIA;Provisório;20
RO;CHINA;Provisório;1
RO;LÍBANO;Residente;24
RO;HAITI;Provisório;1
RO;MARROCOS;Residente;7
RO;CANADÁ;Residente;20
RO;MOÇAMBIQUE;Temporário;12
RO;BOLÍVIA;Provisório;2
RO;IRLANDA;Residente;8
RO;CHILE;Provisório;1
RO;MÉXICO;Temporário;2
RO;ESTADOS UNIDOS;Temporário;12
RO;REP. DOMINICANA;Provisório;3
RO;GUATEMALA;Temporário;1
RO;CORÉIA DO SUL;Residente;5
RO;LÍBANO;Provisório;1
RO;ARGENTINA;Temporário;13
RO;SENEGAL;Residente;23
RO;HUNGRIA;Residente;1
